Cycle,PC001,PC002,PC003,PC004,PC005,PC006,PC007,PC008,PC009,PC010,PC011,PC012,PC013,PC014,PC015,PC016,PC017,PC018,PC019,PC020,PC021,PC022,PC023,PC024,PC025,PC026,PC027,PC028,PC029,PC030,PC031,PC032,PC033,PC034,PC035,PC036,PC037,PC038,PC039,PC040,PC041,PC042,PC043,PC044,PC045,PC046,PC047,PC048,PC049,PC050,PC051,PC052,PC053,PC054,PC055,PC056,PC057,PC058,PC059,PC060,PC061,PC062,PC063,PC064,PC065,PC066,PC067,PC068,PC069,PC070,PC071,PC072,PC073,PC074,PC075,PC076,PC077,PC078,PC079,PC080,PC081,PC082,PC083,PC084,PC085,PC086,PC087,PC088,PC089,PC090,PC091,PC092,PC093,PC094,PC095,PC096,PC097,PC098,PC099,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131
232,,,,,,,37.201,,72.802,,73.546,,,,,,,67.36,63.183,,,60.584,0,41.232,70.1,38.423,40.166,71.214,71.708,,,,,,,,42.043,,,,,,64.34,,,63.802,63.652,66.557,,,39.906,36.759,68.423,69.105,68.074,70.013,68.717,37.676,40.485,39.223,38.478,,71.164,39.539,38.15,39.573,66.953,68.168,68.632,38.734,38.872,39.941,,,,,36.401,,76.367,78.02,79.47,41.067,42.119,39.104,,38.09,32.186,36.688,25.511,31.188,35.7904,39.78166,37.15052,5.522651,35.83758,36.70196,31.9295,23.52871,35.49709,38.78429,,,,39.31292,27.09232,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,37.188,,72.726,,73.493,,,,,,,67.312,63.062,,,60.458,,41.215,70.058,38.392,40.149,71.169,71.666,,,,,,,,42.021,,,,,,64.298,,,63.758,63.614,66.516,,,39.867,36.732,68.38,69.063,68.028,69.961,68.666,37.64,40.456,39.188,38.463,,71.111,39.51,38.105,39.545,66.907,68.12,68.584,38.717,38.85,39.92,,,,,36.286,,76.264,77.936,79.438,41.001,42.053,39.029,,38.043,32.094,36.665,25.465,31.01,35.68548,39.73153,37.09744,5.47575,35.78035,36.66453,31.89611,23.37854,35.45089,38.75003,,,,39.20351,26.94888,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,37.17,,72.649,,73.441,,,,,,,67.264,62.94,,,60.333,,41.197,70.014,38.359,40.131,71.123,71.623,,,,,,,,41.996,,,,,,64.256,,,63.716,63.576,66.478,,,39.827,36.706,68.337,69.02,67.982,69.909,68.614,37.604,40.428,39.152,38.447,,71.06,39.482,38.063,39.519,66.86,68.072,68.535,38.701,38.828,39.9,,,,,36.173,,76.178,77.878,79.398,40.934,41.985,38.952,,37.996,32.003,36.643,25.419,30.834,35.57026,39.68082,37.04556,5.422608,35.72611,36.62841,31.85601,23.23057,35.40254,38.7169,,,,39.0973,26.80851,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,37.153,,72.573,,73.388,,,,,,,67.216,62.817,,,60.205,,41.181,69.972,38.328,40.114,71.078,71.575,,,,,,,,41.973,,,,,,64.213,,,63.673,63.537,66.438,,,39.789,36.68,68.292,68.977,67.937,69.858,68.563,37.568,40.398,39.113,38.431,,71.007,39.453,38.021,39.492,66.818,68.024,68.486,38.684,38.806,39.88,,,,,36.06,,76.101,77.827,79.351,40.864,41.918,38.875,,37.95,31.909,36.621,25.373,30.651,35.47583,39.62866,36.99131,5.355472,35.66927,36.59073,31.82293,23.08074,35.35359,38.68572,,,,38.98624,26.66471,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,37.134,,72.498,,73.334,,,,,,,67.168,62.695,,,28.388,,41.164,69.929,38.297,40.096,71.032,71.536,,,,,,,,41.947,,,,,,64.169,,,63.631,63.499,66.397,,,39.749,36.655,68.248,68.934,67.892,69.806,68.513,37.532,40.368,39.073,38.415,,70.955,39.426,37.977,39.464,66.774,67.976,68.437,38.668,38.784,39.861,,,,,35.948,,76.004,77.768,79.303,40.801,41.849,38.799,,37.903,31.814,36.599,25.329,30.467,35.36855,39.57652,36.93689,5.293188,35.61649,36.5504,31.79039,22.93338,35.30304,38.65302,,,,38.87464,26.52283,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,37.115,,72.416,,73.282,,,,,,,67.121,62.572,,,,,41.147,69.886,38.267,40.079,70.985,71.493,,,,,,,,41.922,,,,,,64.126,,,63.588,63.462,66.356,,,39.711,36.629,68.204,68.891,67.846,69.754,68.462,37.495,40.339,39.033,38.398,,70.902,39.397,37.933,39.435,66.733,67.928,68.39,38.651,38.761,39.841,,,,,35.833,,75.898,77.698,79.255,40.73,41.78,38.722,,37.858,31.718,36.577,25.282,30.285,35.26167,39.4957,36.8859,5.228762,35.56225,36.51525,31.74664,22.78063,35.2526,38.61643,,,,38.76365,26.37532,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,37.093,,72.329,,73.227,,,,,,,67.073,0,,,,,41.131,69.844,38.238,40.061,70.942,71.45,,,,,,,,41.895,,,,,,64.084,,,63.546,63.423,66.317,,,39.671,36.602,68.159,68.849,67.801,69.702,68.411,37.457,40.309,38.991,38.381,,70.85,39.369,37.89,39.408,66.688,67.881,68.342,38.635,38.741,39.821,,,,,35.72,,75.786,77.624,79.215,40.662,41.709,38.643,,37.812,31.622,36.555,25.236,30.104,35.15514,39.47319,36.83117,5.171559,35.51094,36.48143,31.71967,22.62744,35.20258,38.56361,,,,38.64484,26.22506,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,37.077,,72.244,,73.174,,,,,,,67.026,,,,,,41.115,69.801,38.209,40.043,70.896,71.409,,,,,,,,41.865,,,,,,64.04,,,63.504,63.384,66.276,,,39.633,36.576,68.115,68.806,67.756,69.651,68.361,37.42,40.283,38.948,38.364,,70.797,39.34,37.848,39.382,66.644,67.833,68.294,38.618,38.72,39.802,,,,,35.606,,75.672,77.545,80.204,40.594,41.638,38.567,,37.768,31.527,36.534,25.189,29.916,35.04803,39.42067,36.77588,5.109911,35.44906,36.44599,31.67889,22.47394,35.1521,38.54055,,,,38.5283,26.06776,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,37.062,,72.161,,73.123,,,,,,,0,,,,,,41.098,69.76,38.18,40.024,70.853,71.365,,,,,,,,41.842,,,,,,63.996,,,63.461,63.347,66.236,,,39.594,36.55,68.07,68.764,67.711,69.599,68.31,37.384,40.257,38.904,38.348,,70.745,39.311,37.804,39.353,66.597,67.787,68.248,38.602,38.695,39.783,,,,,35.49,,75.564,77.469,80.31,40.522,41.565,38.488,,37.724,31.432,36.512,25.143,29.727,34.94106,39.36952,36.71631,5.048676,35.38672,36.41055,31.6317,22.31961,35.10442,38.50689,,,,38.41047,25.91434,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,37.044,,72.077,,73.067,,,,,,,,,,,,,41.08,69.717,38.151,40.008,70.806,71.324,,,,,,,,41.818,,,,,,63.954,,,63.42,63.309,66.196,,,39.555,36.525,68.027,68.722,67.666,69.548,68.26,37.346,40.23,38.859,38.332,,70.693,39.282,37.759,39.325,66.555,67.739,68.201,38.586,38.672,39.763,,,,,35.373,,75.468,77.402,80.261,40.445,41.489,38.409,,37.677,31.34,36.49,25.096,29.537,34.83375,39.31676,36.65681,4.986436,35.33614,36.36902,31.60412,22.16688,35.05572,38.47375,,,,38.28804,25.75753,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,37.026,,71.991,,73.013,,,,,,,,,,,,,41.064,69.675,38.124,39.991,70.763,71.281,,,,,,,,41.793,,,,,,63.911,,,63.378,63.27,66.156,,,39.517,36.498,67.985,68.68,67.621,69.496,68.21,37.309,40.202,38.814,38.315,,70.642,39.252,37.712,39.298,66.511,67.692,68.153,38.57,38.652,39.743,,,,,35.256,,77.33,78.489,80.226,40.366,41.419,38.326,,37.634,31.245,36.467,25.051,29.353,34.72451,39.26065,36.59616,4.930239,35.28466,36.33379,31.569,22.00761,35.00474,38.43965,,,,38.16423,25.59692,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,37.009,,71.903,,72.96,,,,,,,,,,,,,41.047,69.632,38.095,39.975,70.717,71.24,,,,,,,,41.768,,,,,,63.868,,,63.336,63.233,66.116,,,39.478,36.472,,68.637,67.576,69.445,68.161,37.27,40.175,38.768,38.298,,70.59,39.224,37.665,39.269,66.47,0,1.297,38.553,38.629,39.723,,,,,35.138,,77.334,78.605,80.184,40.285,41.347,38.225,,37.59,31.149,36.448,25.008,29.164,34.61616,39.20557,36.53319,4.874434,35.23298,36.30439,31.52352,21.85073,34.95166,38.4044,,,,38.03543,25.4313,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,36.993,,71.816,,72.906,,,,,,,,,,,,,41.03,69.59,38.068,39.957,70.674,71.196,,,,,,,,41.745,,,,,,63.826,,,63.294,63.194,66.077,,,39.44,36.446,,68.595,67.532,69.394,68.111,37.228,40.147,38.72,38.283,,70.538,39.195,37.619,39.241,66.429,,,38.537,38.608,39.704,,,,,35.021,,77.304,78.605,80.148,40.203,41.274,38.16,,37.545,31.053,36.422,24.965,28.973,34.50979,39.14773,36.4682,4.818617,35.17542,36.2589,31.49836,21.6962,34.902,38.3699,,,,0,25.26145,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,36.976,,71.727,,72.852,,,,,,,,,,,,,41.013,69.549,38.041,39.941,70.628,71.155,,,,,,,,41.72,,,,,,63.783,,,63.253,63.155,66.038,,,39.402,36.421,,68.553,67.487,69.343,68.06,37.185,40.121,38.672,38.266,,70.486,39.164,37.572,39.213,66.387,,,38.521,38.588,39.684,,,,,34.903,,77.262,78.58,80.108,40.118,41.2,38.078,,37.5,30.953,36.401,24.923,28.782,34.40204,39.09106,36.40287,4.762435,35.11761,36.2207,31.46184,21.54476,34.85269,38.3358,,,,,25.09247,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,36.958,,71.64,,72.798,,,,,,,,,,,,,40.996,69.507,38.013,39.924,70.585,71.114,,,,,,,,41.696,,,,,,63.74,,,63.211,63.118,65.998,,,39.363,36.395,,68.51,67.444,69.291,68.01,37.143,40.091,38.622,38.249,,59.803,39.134,37.523,39.185,66.344,,,38.505,38.567,39.665,,,,,34.784,,77.227,78.547,80.071,39.96,41.125,37.993,,37.457,30.854,36.38,24.882,28.593,34.29861,39.03127,36.33518,4.703202,35.05787,36.1821,31.42849,21.38637,34.80618,38.29974,,,,,24.92187,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,36.942,,71.552,,72.743,,,,,,,,,,,,,40.979,69.465,37.985,39.906,70.54,71.071,,,,,,,,41.673,,,,,,63.698,,,63.17,63.081,65.959,,,39.324,36.37,,68.468,,69.24,67.96,37.099,40.064,38.571,38.233,,,39.104,37.476,39.155,6.546,,,38.489,38.545,39.644,,,,,34.663,,77.185,78.509,80.03,39.956,41.05,37.907,,37.414,30.757,36.359,24.842,28.404,34.18882,38.97491,36.26651,4.649102,35.00092,36.14093,31.38537,21.22405,34.75753,38.26356,,,,,24.74055,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,36.924,,71.466,,72.687,,,,,,,,,,,,,40.962,69.423,37.958,39.889,70.492,71.03,,,,,,,,41.651,,,,,,63.656,,,63.128,63.043,65.919,,,39.284,36.345,,68.426,,69.189,67.909,37.054,40.035,38.519,38.216,,,39.073,37.426,39.126,,,,38.472,38.523,39.625,,,,,34.539,,77.141,78.469,79.99,39.865,40.974,37.819,,37.37,30.658,36.34,24.802,28.217,34.08236,38.92073,36.19697,4.594382,34.94465,36.10062,31.35149,21.06079,34.70873,38.2288,,,,,24.56458,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,36.909,,71.381,,72.632,,,,,,,,,,,,,40.944,69.382,37.931,39.872,70.452,70.988,,,,,,,,41.624,,,,,,63.614,,,63.087,63.005,65.88,,,39.244,36.32,,68.385,,69.138,67.858,37.01,40.007,38.468,38.199,,,39.043,37.375,39.098,,,,38.457,38.502,39.607,,,,,34.416,,77.095,78.426,79.95,39.777,40.898,37.731,,37.326,30.563,36.318,24.762,28.032,33.97626,38.86532,36.12619,4.541312,34.89105,36.05865,31.31116,20.89992,34.66055,38.18277,,,,,24.38943,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,36.892,,71.298,,72.577,,,,,,,,,,,,,40.926,69.34,37.905,39.856,70.409,70.947,,,,,,,,41.602,,,,,,63.572,,,63.046,62.968,65.777,,,39.204,36.293,,68.333,,69.087,67.808,36.963,39.974,38.417,38.181,,,39.013,37.323,39.068,,,,38.441,38.481,39.587,,,,,34.293,,77.036,78.382,79.908,39.688,40.82,37.642,,37.23,30.47,36.297,24.723,27.726,33.87067,38.80999,36.0543,4.48841,34.83287,36.01471,31.28266,20.73419,34.6125,38.15418,,,,,24.20856,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,36.871,,71.214,,72.519,,,,,,,,,,,,,40.908,69.3,37.878,39.839,0,70.903,,,,,,,,41.578,,,,,,63.53,,,63.005,62.93,65.799,,,39.165,36.267,,68.31,,69.038,67.758,36.917,39.942,38.367,38.165,,,38.983,37.272,39.039,,,,38.425,38.462,39.569,,,,,34.17,,76.986,78.338,79.867,39.598,40.743,37.553,,0,30.376,36.275,24.684,0,33.76771,38.75569,35.98312,4.43289,34.77445,35.97274,31.24492,20.56386,34.56674,38.11831,,,,,24.0234,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,36.855,,71.131,,72.452,,,,,,,,,,,,,40.889,69.258,37.854,39.821,,70.864,,,,,,,,41.556,,,,,,63.424,,,62.965,62.894,65.761,,,39.124,36.242,,,,68.988,67.708,36.869,39.912,38.317,38.148,,,38.951,37.222,39.01,,,,38.409,38.443,39.549,,,,,34.045,,76.941,78.295,79.824,39.508,40.664,37.45,,,30.282,36.252,24.646,,33.66351,38.70128,35.90948,4.375962,34.7276,35.9278,31.20878,20.38956,34.5195,38.08236,,,,,23.8339,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,36.842,,71.05,,72.405,,,,,,,,,,,,,40.871,69.218,37.827,39.804,,70.823,,,,,,,,41.532,,,,,,63.372,,,62.923,62.855,65.721,,,39.084,36.217,,,,68.938,67.658,36.821,39.882,38.268,38.131,,,38.92,37.167,38.982,,,,38.393,38.422,39.53,,,,,33.92,,76.898,78.249,79.782,39.419,40.583,37.369,,,30.19,36.231,24.607,,33.55858,38.64566,35.83399,4.323864,34.66677,35.88749,31.17318,20.21526,34.47117,38.04643,,,,,23.64088,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,36.823,,70.969,,72.351,,,,,,,,,,,,,40.852,46.577,37.802,39.787,,70.781,,,,,,,,41.508,,,,,,63.325,,,62.883,62.814,65.681,,,39.043,36.191,,,,68.889,67.608,36.771,39.85,38.219,38.114,,,38.888,37.114,38.953,,,,38.377,38.398,39.511,,,,,33.796,,76.857,78.205,79.74,39.329,40.503,37.279,,,30.094,36.211,24.569,,33.44976,38.58719,35.75781,4.272567,34.61808,35.79018,31.13958,20.03931,34.42456,38.00922,,,,,23.43977,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,37.757,,71.831,,72.844,,,,,,,,,,,,,41.448,,39.212,40.302,,71.457,,,,,,,,42.976,,,,,,,,,24.193,62.995,65.992,,,39.853,36.907,,,,69.191,67.853,37.779,40.516,39.288,38.852,,,39.641,38.444,39.653,,,,38.361,38.381,39.491,,,,,35.759,,77.739,78.501,80.146,41.099,42.105,39.382,,,31.845,36.819,26.166,,35.368,39.65659,37.42276,21.32835,36.54205,36.86571,32.62021,24.62007,35.78051,38.97393,,,,,23.23544,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,36.888,,70.799,,72.125,,,,,,,,,,,,,40.795,,37.953,39.677,,70.493,,,,,,,,41.752,,,,,,,,,,62.543,65.423,,,39.092,36.2,,,,68.604,67.299,36.717,39.826,38.257,38.071,,,38.817,37.247,38.938,,,,38.697,38.767,39.757,,,,,33.871,,76.62,77.901,79.487,39.609,40.543,37.504,,,30.123,36.13,24.713,,33.57231,38.65144,35.79885,4.710729,34.76711,35.74191,31.3511,20.10095,34.50663,37.93171,,,,,23.02945,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,36.822,,70.638,,72.075,,,,,,,,,,,,,40.754,,37.84,39.646,,70.475,,,,,,,,41.667,,,,,,,,,,15.962,65.397,,,38.981,36.119,,,,68.574,67.279,36.632,39.761,38.144,38.028,,,38.776,37.114,38.871,,,,38.222,38.268,39.36,,,,,33.634,,76.553,77.873,79.443,39.37,40.412,37.295,,,29.96,36.096,24.639,,33.31772,38.52436,35.69216,4.23572,34.64994,35.688,31.24204,19.7807,34.36771,37.88176,,,,,22.81661,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,36.778,,70.529,,72.026,,,,,,,,,,,,,40.725,,37.775,39.626,,64.087,,,,,,,,41.609,,,,,,,,,,,65.366,,,38.908,36.071,,,,68.533,67.243,36.563,39.715,38.056,38,,,38.733,37.016,38.827,,,,38.212,38.245,39.34,,,,,33.453,,76.486,77.836,79.406,39.206,40.303,37.14,,,29.818,36.068,24.574,,33.14383,38.42669,35.58426,4.045382,34.56242,35.63359,31.15924,19.52148,34.2816,37.83566,,,,,22.58933,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,36.743,,70.435,,71.977,,,,,,,,,,,,,40.699,,37.725,39.609,,,,,,,,,,41.559,,,,,,,,,,,65.332,,,38.847,36.033,,,,68.488,67.201,36.498,39.673,37.981,37.977,,,38.691,36.932,38.789,,,,38.202,38.223,39.323,,,,,33.288,,76.419,77.798,79.368,39.069,40.202,37.005,,,29.69,36.043,24.515,,32.99579,38.3423,35.4834,3.921764,34.487,35.57848,31.08212,19.2813,34.20702,37.79048,,,,,26.36484,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,36.714,,70.346,,71.925,,,,,,,,,,,,,40.675,,37.683,39.594,,,,,,,,,,41.512,,,,,,,,,,,65.295,,,38.795,36.002,,,,68.444,67.159,36.436,39.636,37.914,37.956,,,38.65,36.859,38.755,,,,38.189,38.201,39.307,,,,,33.133,,76.35,77.759,79.33,38.943,40.107,36.88,,,29.569,36.019,24.464,,32.86145,38.26455,0,3.828001,34.42334,35.52485,31.02533,19.05619,34.14312,37.74494,,,,,14.02246,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,36.688,,70.26,,71.87,,,,,,,,,,,,,40.653,,37.648,39.577,,,,,,,,,,41.474,,,,,,,,,,,65.257,,,38.747,35.971,,,,68.397,67.114,36.377,39.599,37.852,37.937,,,38.61,36.793,38.723,,,,38.176,38.18,39.29,,,,,32.986,,76.279,77.719,79.291,38.824,40.014,36.763,,,29.454,35.996,24.416,,32.7367,38.18866,,3.747902,34.35461,35.47171,30.97935,18.83455,34.08501,37.70141,,,,,22.76395,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,36.666,,70.175,,71.814,,,,,,,,,,,,,40.63,,37.614,39.562,,,,,,,,,,41.437,,,,,,,,,,,65.217,,,38.701,35.943,,,,68.351,67.067,36.318,39.566,37.793,37.917,,,38.568,36.732,38.69,,,,38.163,38.156,39.271,,,,,32.845,,76.209,77.677,79.251,38.712,39.922,36.651,,,29.348,35.974,24.371,,32.61752,38.11655,,3.680335,34.29763,35.41507,30.92351,18.61344,34.03653,37.65585,,,,,22.33378,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,36.644,,70.087,,71.758,,,,,,,,,,,,,40.609,,37.583,39.546,,,,,,,,,,41.401,,,,,,,,,,,65.177,,,38.655,35.918,,,,68.303,67.021,36.261,39.535,37.735,37.899,,,38.529,36.672,38.659,,,,38.149,38.136,39.254,,,,,32.708,,76.138,77.637,79.212,38.602,39.832,36.543,,,29.235,35.952,24.327,,32.50181,38.04413,,3.616187,34.2416,35.36377,30.8749,18.39441,33.98415,37.61023,,,,,21.98983,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,36.623,,69.998,,71.703,,,,,,,,,,,,,40.587,,37.554,39.529,,,,,,,,,,41.37,,,,,,,,,,,65.137,,,38.61,35.891,,,,68.255,66.975,36.205,39.503,37.679,37.882,,,38.489,36.616,38.628,,,,38.134,38.116,39.235,,,,,32.574,,76.066,77.596,79.172,38.495,39.745,36.438,,,29.13,35.931,24.283,,32.3879,37.97379,,3.556879,34.18207,35.30886,30.82836,18.1734,33.93228,37.56561,,,,,21.68518,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,36.605,,69.905,,71.646,,,,,,,,,,,,,40.565,,37.525,39.514,,,,,,,,,,41.342,,,,,,,,,,,65.096,,,38.567,35.866,,,,68.207,66.927,36.151,39.473,37.625,37.864,,,38.449,36.562,38.598,,,,38.121,38.093,39.217,,,,,32.441,,75.993,77.554,79.131,38.39,39.658,36.334,,,29.026,35.91,24.241,,32.27549,37.9015,,3.504016,34.12332,35.25388,30.7952,17.95264,33.88287,37.52294,,,,,21.39696,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,36.586,,69.814,,71.586,,,,,,,,,,,,,40.545,,37.497,39.498,,,,,,,,,,41.319,,,,,,,,,,,65.056,,,38.525,35.841,,,,68.159,66.881,36.095,39.445,37.573,37.848,,,38.408,36.509,38.569,,,,38.107,38.081,39.199,,,,,32.312,,75.92,77.511,79.09,38.287,39.571,36.231,,,28.927,35.889,24.201,,32.16205,37.83152,,3.457129,34.06574,35.19848,30.74013,17.72429,33.83336,37.48058,,,,,21.11784,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,36.568,,69.722,,71.529,,,,,,,,,,,,,40.523,,37.469,39.481,,,,,,,,,,41.294,,,,,,,,,,,65.015,,,38.484,35.816,,,,68.11,66.835,36.038,39.417,37.521,37.831,,,38.369,36.458,38.539,,,,38.092,38.056,39.181,,,,,32.183,,75.848,77.469,79.049,38.185,39.487,36.127,,,28.839,35.868,24.161,,32.04816,37.75868,,3.410113,34.00539,35.14195,30.702,17.4895,33.78501,37.44112,,,,,20.84914,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,36.55,,69.629,,71.469,,,,,,,,,,,,,40.501,,37.443,39.465,,,,,,,,,,41.27,,,,,,,,,,,64.975,,,38.444,35.791,,,,68.06,66.789,35.981,39.389,37.469,37.815,,,38.329,36.411,38.509,,,,38.078,38.034,39.162,,,,,32.061,,75.774,77.428,79.008,38.083,39.403,36.022,,,28.739,35.846,24.122,,31.9349,37.68704,,3.365915,33.94884,35.08451,30.66422,17.24852,33.73711,37.39857,,,,,20.57443,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,36.532,,69.535,,71.409,,,,,,,,,,,,,40.479,,37.417,39.449,,,,,,,,,,41.245,,,,,,,,,,,64.934,,,38.404,35.766,,,,68.014,66.742,35.924,39.354,37.418,37.798,,,38.29,36.366,38.477,,,,38.065,38.012,39.145,,,,,31.93,,75.7,77.385,78.967,37.98,39.32,35.916,,,28.641,35.825,24.083,,31.82439,37.61064,,3.322518,33.89373,35.02752,30.63058,17.00356,33.68687,37.35941,,,,,20.30198,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,36.516,,69.439,,71.347,,,,,,,,,,,,,40.457,,37.391,39.433,,,,,,,,,,41.217,,,,,,,,,,,64.892,,,38.364,35.741,,,,67.965,66.696,35.867,39.329,37.332,37.781,,,38.251,36.322,38.447,,,,38.051,37.993,39.126,,,,,31.808,,75.626,77.344,78.918,37.877,39.238,35.812,,,28.54,35.804,24.044,,31.71097,37.53211,,3.28212,33.84186,34.96946,30.58946,16.75192,33.63805,37.31261,,,,,15.57106,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,36.496,,69.34,,71.288,,,,,,,,,,,,,40.434,,37.365,39.418,,,,,,,,,,41.196,,,,,,,,,,,64.851,,,38.326,35.716,,,,67.918,66.65,35.81,39.301,37.314,37.764,,,38.211,36.279,38.415,,,,38.036,37.971,39.108,,,,,31.685,,75.552,77.299,78.884,37.777,39.156,35.71,,,28.441,35.784,24.005,,31.5951,37.45372,,3.241973,33.79226,34.9111,30.5551,16.50016,33.58953,37.26912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,36.48,,69.239,,71.226,,,,,,,,,,,,,40.41,,37.342,39.401,,,,,,,,,,41.171,,,,,,,,,,,64.81,,,38.287,35.692,,,,67.868,66.605,35.751,39.273,37.263,37.747,,,38.169,36.235,38.386,,,,38.021,37.949,39.089,,,,,31.565,,75.477,77.258,78.843,37.676,39.073,35.607,,,28.34,35.763,23.968,,31.48006,37.37116,,3.201763,33.74043,34.85105,30.53057,16.23551,33.54197,37.22476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,36.464,,69.133,,71.163,,,,,,,,,,,,,40.386,,37.319,39.385,,,,,,,,,,41.147,,,,,,,,,,,64.77,,,38.249,35.665,,,,67.822,66.559,35.692,39.243,37.212,37.733,,,38.128,36.192,38.355,,,,38.007,37.929,39.071,,,,,31.445,,75.409,77.214,78.802,37.575,38.989,35.504,,,28.239,35.745,23.932,,31.36726,37.28861,,3.16418,33.69144,34.79159,30.48744,15.96911,33.49347,37.18156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,36.447,,69.029,,71.1,,,,,,,,,,,,,40.36,,37.283,39.37,,,,,,,,,,41.123,,,,,,,,,,,64.729,,,38.212,35.64,,,,67.774,66.514,35.632,39.213,37.161,37.717,,,38.089,36.15,38.324,,,,37.993,37.913,39.052,,,,,31.324,,75.329,77.173,78.761,37.474,38.907,35.398,,,28.137,35.724,23.896,,31.25042,37.20415,,3.125255,33.63765,34.73605,30.45776,15.704,33.44641,37.13801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,36.431,,68.926,,71.036,,,,,,,,,,,,,40.333,,37.271,39.352,,,,,,,,,,41.097,,,,,,,,,,,64.688,,,38.173,35.616,,,,67.727,66.468,35.571,39.184,37.111,37.7,,,38.05,36.11,38.294,,,,37.978,37.893,39.034,,,,,31.202,,75.254,77.13,78.72,37.375,38.825,35.293,,,28.035,35.702,23.86,,31.1318,37.11968,,3.088617,33.58801,34.6668,30.42584,15.43698,33.39981,37.0933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,36.416,,68.824,,70.973,,,,,,,,,,,,,40.305,,37.254,39.338,,,,,,,,,,41.077,,,,,,,,,,,64.648,,,38.136,35.591,,,,67.679,66.423,35.479,39.152,37.061,37.682,,,38.01,36.07,38.263,,,,37.964,37.875,39.015,,,,,31.084,,75.178,77.089,78.679,37.276,38.743,35.188,,,27.931,35.68,23.824,,31.01414,37.03233,,3.053033,33.53988,34.6044,30.40071,15.17208,33.35458,37.04844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,36.4,,68.721,,70.908,,,,,,,,,,,,,40.277,,37.233,39.322,,,,,,,,,,41.054,,,,,,,,,,,64.608,,,38.097,35.566,,,,67.632,66.377,35.444,39.122,37.01,37.666,,,37.972,36.028,38.232,,,,37.95,37.851,38.996,,,,,30.964,,75.104,77.046,78.638,37.176,38.662,35.082,,,27.829,35.661,23.79,,30.8963,36.94527,,3.017433,33.49278,34.53901,30.37057,14.9111,33.30227,37.00177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
